dokum_no;C;MN;SI;S;P;AL;ALINS;ALSOL;CR;B;V;TI;MO;NI;NB;CA;ZN;FE;CEV;SB;SN;AS;CU;N;PB;ZR;firin_giris_uzunluk;firin_giris_agirlik;firin_kalis_suresi;lcc_kalma_suresi;firin_cikis_sicakligi;kutuk_desarj_sicakligi;tavlama_ortalama_sicaklik;tavlama_min_sicaklik;tavlama_max_sicaklik;dr10_kutuk_sicakligi;ortalama_descaler_basinci;min_descaler_basinci;max_descaler_basinci;max_meerdrive_giris_sicakligi;min_ meerdrive_giris_sicakligi;ortam_hava_sicakligi1;ortam_hava_sicakligi2;ortam_hava_sicakligi3;unit_agirlik;haddeleme_suresi;haddeleme_hizi
2230035;0.0524;0.4989;0.1528;0.0177;0.0119;0.0035;0.0026;0.0009;0.0298;0.0002;0.0024;0.00037;0.002;0.04;0.0003;0.001;0.00051;98.902;0.152;0.005;0.0046;0.03877;0.0927;0.0056;0.0013;0.0012;12140,61;2124;107,5193;3,895455;1180,614;0;1179,903;1173,705;1188,205;1084,809;222,5818;221,3436;223,7295;937,4349;913,0208;16,03773;5,794008;8,343727;178;73,67734;109,2744
