dokum_no;numune_no;cap;ovalite;elastikiyet;rel_alt_akma_dayanimi;reh_ust_akma_dayanimi;tufal_orani;C;MN;SI;S;P;N;CR;NI;CU;MO;V;TI;AS;SN;SB;AL;NB;CA;ZN;B;PB;ZR;FE;ALSOL;ALINS;CEV;firin_giris_uzunluk;firin_giris_agirlik;firin_kalis_suresi;lcc_kalma_suresi;firin_cikis_sicakligi;kutuk_desarj_sicakligi;tavlama_ortalama_sicaklik;tavlama_min_sicaklik;tavlama_max_sicaklik;dr10_kutuk_sicakligi;ortalama_descaler_basinci;min_descaler_basinci;max_descaler_basinci;max_meerdrive_giris_sicakligi;min_ meerdrive_giris_sicakligi;ortam_hava_sicakligi1;ortam_hava_sicakligi2;ortam_hava_sicakligi3;unit_agirlik;haddeleme_suresi;haddeleme_hizi
2114213;KRD100120125;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9102;2826;208;2,8;1194;1214,8;1213,8;1194;1230;1115,4;219,7;2182,9;2207,2;936,6;910,4;37,4;32,1;37;177;128,1;900,8
2114213;KRD100120126;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9132;2826;210;2;1194,5;1214,8;1213,3;1194;1230;1115,4;219,2;2178,2;2209,5;936,6;910,4;41,7;32,6;37,3;177;127,4;900,8
2114213;KRD100120127;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9132;2826;210;2;1195;1214,8;1213;1194;1230;1115,4;219,1;2184;2201,4;936,6;910,4;43;32,8;39,7;177;128,2;900,8
2114213;KRD100120128;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9040;2826;211;2;1196;1214,8;1212,6;1194;1230;1115,4;219,7;2181,7;2215,3;936,6;910,4;39,4;32,4;41,7;177;126,6;900,8
2114213;KRD100120129;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9107;2826;172;2;1206,5;1214,8;1207;1195;1217;1115,4;236,1;2349,5;2369,2;936,6;910,4;43,2;35,3;44,7;177;127,4;904,2
2114213;KRD100120130;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9057;2826;173;2;1207;1214,8;1207;1195;1217;1115,4;236,1;2344,9;2378,5;936,6;910,4;44,6;35,4;45;177;127,4;904,2
2114213;KRD100120131;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9051;2826;173;2;1208;1214,8;1207;1195;1217;1115,4;235,9;2342,6;2379,6;936,6;910,4;45,6;35,6;45,6;177;127,1;904,2
2114213;KRD100120132;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9069;2826;174;1,8;1209,5;1214,8;1207;1195;1217;1115,4;236,3;2339,1;2378,5;936,6;910,4;42,9;35,3;46,3;177;125,6;904,2
2114213;KRD100120133;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9008;2826;107;2;1207,5;1240,7;1212,9;1204,5;1225;1100,1;307,9;3067,1;3086,8;959,6;929,6;30,2;25,8;40,1;177;63,3;851,1
2114213;KRD100120134;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9113;2826;108;2,6;1206,5;1228,9;1212,7;1204,5;1225;1095,1;309,2;3083,3;3107,6;958,4;823,1;31,1;26,6;41,9;177;63,8;851,1
2114213;KRD100120135;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9063;2826;124;2;1200,5;1233,8;1206,7;1201;1213,5;1092,7;257,5;2562,5;2585,6;939,8;902,1;44,8;35;54;177;64,7;840,8
2114213;KRD100120136;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9044;2826;81;1,2;1201,5;1232,8;1207,3;1200,5;1213,5;1090,7;256,8;2559;2583,3;938,5;925,2;45,7;36,6;56,8;177;64,3;840,8
2114213;KRD100120137;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9089;2826;82;1,5;1204,5;1230,2;1207,2;1200,5;1213,5;1088,3;257,1;2559;2581;952,3;923,1;48,3;36,8;56;177;64,6;840,8
2114213;KRD100120138;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9078;2826;80;1,3;1205,5;1228;1207,4;1200,5;1213,5;1087,3;257,2;2559;2585,6;941,4;929,6;47,9;38;59,2;177;64,5;840,8
2114213;KRD100120139;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9076;2826;70;2;1229;1235,8;1218;1206,5;1230,5;1090,7;313,8;3126,2;3160,9;936,1;909;37,1;30,5;49,9;177;62,9;850,7
2114213;KRD100120140;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9054;2826;70;2;1229,5;1240,3;1218,7;1206,5;1230,5;1077,4;313,1;3112,3;3144,7;932,1;903,3;46,5;33,7;53,1;177;63;850,7
2114213;KRD100120141;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9418;2826;70;1,6;1229;1236,1;1219;1207;1230,5;1075,5;313,7;3126,2;3143,5;931,3;899,7;48,4;36,3;56,4;177;63;850,7
2114213;KRD100120142;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;10033;2826;70;2;1226;1237,7;1219,3;1208;1230,5;1073,5;313,4;3121,5;3147;935,7;896;49,5;37,1;58,1;177;63,2;841
2114213;KRD100120143;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9072;2826;71;2;1223;1238,6;1219,7;1208,5;1230,5;1077,4;313,4;3118,1;3147;952,3;924;50,2;37,3;59,4;177;64,8;841
2114213;KRD100120144;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9079;2826;71;2;1221;1234,9;1219,9;1208,5;1230,5;1077,9;313,1;3103;3147;948,7;926,4;46,9;36;59,7;177;64,8;841
2114213;KRD100120145;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9083;2826;72;1;1219;1232,3;1220;1208,5;1230,5;1075,5;312,8;3100,7;3149,3;934,1;893,6;49,9;35,3;58,2;177;65,2;841
2114213;KRD100120146;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9103;2826;72;2;1218,5;1236,1;1220,2;1208,5;1230,5;1076;313,1;3118,1;3147;925,6;892,8;51,3;37,4;60,6;177;65,3;841
2114213;KRD100120147;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9025;2826;72;1,5;1217;1238,6;1220,3;1208,5;1230,5;1079,9;312,9;3115,7;3147;948,3;924,4;51,7;37,9;61,4;177;65,3;841
2114213;KRD100120148;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;8992;2826;72;2,7;1215;1233,4;1220,4;1208,5;1230,5;1073,5;312,9;3119,2;3141,2;949,9;924,4;52,1;38,1;61,8;177;65,3;841
2114213;KRD100120149;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9056;2826;73;3;1213,5;1237,7;1220,4;1208,5;1230,5;1082,4;312,8;3115,7;3141,2;925,6;885,9;52,4;38,4;62,3;177;65;841
2114213;KRD100120150;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9066;2826;73;2;1213,5;1232,3;1220,4;1208,5;1230,5;1077,9;312,9;3113,4;3138,9;947,9;925,2;52,4;38,5;63,1;177;63,8;841
2114213;KRD100120151;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;8981;2826;73;2;1212;1237,1;1220,5;1208,5;1230,5;1076,4;311,7;3097,2;3133,1;919,9;894,8;46,8;37,2;63,8;177;63,8;841
2114213;KRD100120152;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9017;2826;118;3,9;1228,5;1254,1;1234,8;1227;1240,5;1168,9;280,8;2794;2817,1;936,6;910,4;33,2;20,4;24,9;315;63,7;115
2114213;KRD100120153;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9050;2826;119;3,9;1229;1245,5;1234,7;1227;1240,5;1166;280,7;2799,8;2817,1;936,6;910,4;33,2;20,4;24,9;315;88,2;117,4
2114213;KRD100120154;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9059;2826;119;3,9;1230;1246,1;1234,6;1227;1240,5;1167;280,8;2784,7;2817,1;936,6;910,4;33,2;20,4;24,9;315;64,3;115
2114213;KRD100120155;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9114;2826;117;3,9;1232;1246,6;1234,5;1227;1240,5;1164,5;281;2794;2820,6;936,6;910,4;33,2;20,4;24,9;315;63,7;115
2114213;KRD100120156;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9075;2826;118;3,9;1233;1249,9;1234,5;1227;1240,5;1169,4;281,3;2782,4;2822,9;936,6;910,4;33,2;20,4;24,9;315;63,7;115
2114213;KRD100120157;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9050;2826;117;3,9;1233,5;1253;1234,6;1227;1240,5;1161,5;281,2;2805,6;2819,4;936,6;910,4;33,2;20,4;24,9;315;63,7;115,1
2114213;KRD100120158;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9053;2826;80;2;1201;1235,8;1207,3;1190;1224,5;1137,4;255,5;2540,5;2568,3;915,9;904,7;35,4;31,2;44,9;177;48,8;52,6
2114213;KRD100120159;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9074;2826;82;2;1203,5;1234,9;1207,2;1190;1224,5;1141,9;255,6;2528,9;2566;920,9;913,6;36;32,2;49;177;50,2;52,6
2114213;KRD100120160;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9036;2826;84;2;1205;1234,8;1207,1;1190;1224,5;1141,4;255,6;2545,1;2566;917,4;898,7;43,8;34,9;53,4;177;50,4;52,6
2114213;KRD100120161;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9086;2826;84;3;1204,5;1233,8;1207;1190;1224,5;1142,4;255,6;2539,4;2568,3;922,2;913,3;45,4;37,7;59,8;177;50,3;52,6
2114213;KRD100120162;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;8895;2826;85;2;1203,5;1231,1;1206,9;1190;1224,5;1136,5;255,6;2540,5;2564,8;921,6;899,9;46,7;38,6;63,7;177;50,7;52,6
2114213;KRD100120163;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9087;2826;85;2;1204;1237,1;1206,9;1190;1224,5;1138,9;255,3;2547,5;2562,5;920;899,3;47,9;39,3;67;177;50,6;52,6
2114213;KRD100120164;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9077;2826;85;2;1204;1232,6;1206,8;1190;1224,5;1139,9;255,2;2541,7;2562,5;922,5;825,1;48,3;39,9;69,2;177;50,1;52,6
2114213;KRD100120165;6,5;0,8;313;369;391;8,4;0,18;1,2;0,24;0;0,03;0,01;0,04;0,03;0,05;0;0,01;0;0,02;0;0;0,04;0;0;0;0;0;0;97,92;0,03;0;0,4;9104;2826;85;2;1203;1235,8;1206,7;1190;1224,5;1144,3;254,9;2541,7;2556,7;923,8;911,7;43,9;39,1;70,2;177;50,1;52,6
2117687;KRD100154351;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12119;2136;93;0,6;1213;1241,7;1213,7;1207,5;1221;1146,8;304,4;3031,3;3054,4;914,6;896,8;29,9;31;94,5;177;52,9;230,8
2117687;KRD100154352;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12208;2136;94;2;1214;1239,7;1213,8;1207,5;1221;1141,4;301,7;3003,5;3037;911,7;893,9;29,7;31,7;97,8;177;54,2;232,2
2117687;KRD100154353;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12196;2136;94;0,6;1213;1244,3;1213,8;1207,5;1221;1141,4;304,2;3028,9;3048,6;912,7;891,3;29,2;30,9;94,2;177;53,2;232,2
2117687;KRD100154354;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12107;2136;98;2;1212,5;1243,4;1213,9;1207,5;1221;1143,8;304,3;3028,9;3052,1;914,6;893,9;31,9;32,6;93,9;177;53,6;232,2
2117687;KRD100154355;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12141;2136;97;1;1212;1244,3;1213,9;1207,5;1221;1147,8;302,3;2996,5;3032,4;920,9;812,4;32,7;34,8;98,5;177;53,5;232,2
2117687;KRD100154356;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12182;2136;97;2;1210;1247;1213,9;1207,5;1221;1139,9;302,5;3015;3028,9;921,6;895,8;31;34,9;10,2;177;53,5;232,2
2117687;KRD100154357;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12174;2136;98;1;1210;1247;1213,9;1207,5;1221;1141,9;304,5;3034,7;3052,1;920,6;876,4;32,5;33,8;10,1;177;53,6;232,2
2117687;KRD100154358;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12178;2136;97;1,5;1209;1243,8;1213,8;1207,5;1221;1144,8;304,2;3022;3054,4;926;815,9;33,2;35,7;10,3;177;53,3;232,2
2117687;KRD100154359;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12177;2136;98;2;1209;1239;1213,8;1207,5;1221;1147,3;304,4;3034,7;3054,4;915,2;894,2;33,3;36;10,5;177;54,1;232,2
2117687;KRD100154360;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12110;2136;97;2;1208,5;1241,1;1213,8;1207,5;1221;1140,4;302,8;3013,9;3038,2;922,5;811,5;33,5;36,2;10,8;177;53,7;232,2
2117687;KRD100154361;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12171;2136;97;0,8;1208;1246,4;1213,8;1207,5;1221;1147,3;305,4;3048,6;3057,9;916,2;905;33,6;36,3;10,9;177;54,2;232,2
2117687;KRD100154362;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12122;2136;98;1;1206;1245,5;1213,6;1206;1221;1140,4;303,1;3003,5;3044;919,7;819,1;33,7;36,3;11;177;53,8;232,2
2117687;KRD100154363;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12159;2136;97;2;1205;1243,3;1213,5;1205;1221;1149,2;305;3038,2;3056,7;915,9;897,1;33,7;36,3;10,9;177;53,6;232,2
2117687;KRD100154364;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12112;2136;97;2;1198,5;1235,8;1213,4;1202;1221;1115,8;305,2;3028,9;3066;918,1;895,8;31,5;35,8;11;177;53,6;232,2
2117687;KRD100154365;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12220;2136;105;1;1197;1246,4;1216,1;1193;1238;1135,5;261,8;2606,5;2628,5;908,9;895,5;20,8;21,3;61;177;56,2;360,3
2117687;KRD100154366;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12139;2136;107;2;1200;1248,9;1215,5;1193;1238;1137,4;262,2;2608,8;2633,1;911,1;893,9;20,4;21,5;63,7;177;55,6;360,3
2117687;KRD100154367;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12231;2136;109;2;1202;1245,3;1215,1;1193;1238;1134,5;262,4;2611,1;2634,3;911,4;892,9;20,2;22,6;63,8;177;55,7;360,3
2117687;KRD100154368;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12123;2136;110;2;1202;1244,7;1215;1193;1238;1114,8;261,6;2605,3;2622,7;909,5;886,6;24,4;25,8;68;177;56,3;360,3
2117687;KRD100154369;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12156;2136;110;2;1201,5;1244,3;1215;1193;1238;1114,3;262,3;2615,7;2629,6;906,9;892,6;22,7;27,7;72,6;177;56,3;360,3
2117687;KRD100154370;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12162;2136;82;2;1200;1234,8;1216,8;1193;1238;1095,6;261,9;2606,5;2629,6;908,5;892,6;20,9;24;71,6;177;56,9;360,3
2117687;KRD100154371;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12142;2136;84;2;1201,5;1242;1216,2;1193;1238;1117,3;262,1;2612,3;2633,1;911,1;894,5;20,5;20,6;61,1;177;56,2;360,3
2117687;KRD100154372;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12166;2136;85;2;1201;1228,2;1216;1193;1238;1090,2;262,2;2608,8;2631,9;909,5;891;20,8;21,9;65,2;177;56,1;360,3
2117687;KRD100154373;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12153;2136;74;1;1194,5;1235,1;1213,8;1194,5;1223,5;1117,3;282,4;2812,5;2836,8;908,9;885;18;18,3;44,5;177;56,7;360,3
2117687;KRD100154374;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12105;2136;77;1;1197;1237,8;1212,8;1193,5;1223,5;1119,2;279;2762,7;2829,9;907,9;888,8;17,5;18,2;44,1;177;56,1;360,3
2117687;KRD100154375;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12126;2136;96;0,9;1198;1242,6;1212;1193,5;1223,5;1121,7;277,7;2766,2;2789,4;909,5;889,1;17,1;18,2;44,3;177;56,4;360,3
2117687;KRD100154376;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12130;2136;88;2;1201;1237,8;1211,6;1193,5;1223,5;1117,3;262,8;2621,5;2637,7;908,5;890,7;17,2;18,8;46,6;177;56,8;360,3
2117687;KRD100154377;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12188;2136;84;2;1203;1237,8;1211,2;1193,5;1223,5;1114,3;262,8;2610;2637,7;910,1;892;17,4;18,9;47,3;177;56,6;360,3
2117687;KRD100154378;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12209;2136;85;1,5;1207,5;1233,2;1210,9;1193,5;1223,5;1111,9;262,4;2608,8;2631,9;908,9;896,1;17,7;19,9;51,4;177;56,7;360,3
2117687;KRD100154379;6,1;0,2;144,5;296,3;248,8;8,4;0,23;1,02;0,1;0,01;0,01;0,01;0,21;0,05;0,06;0,01;0;0,04;0,02;0;0;0,05;0;0;0;0;0;0;98,85;0,04;0,01;0,45;12148;2136;86;1;1213,5;1242;1210,8;1193,5;1223,5;1114,8;262,9;2620,4;2634,3;909,8;887,8;17,6;19,5;48,7;177;56;360,3
