dokum_no;numune_no;cap;ovalite;elastikiyet;rel_alt_akma_dayanimi;reh_ust_akma_dayanimi;tufal_orani;C;MN;SI;S;P;N;CR;NI;CU;MO;V;TI;AS;SN;SB;AL;NB;CA;ZN;B;PB;ZR;FE;ALSOL;ALINS;CEV;firin_giris_uzunluk;firin_giris_agirlik;firin_kalis_suresi;lcc_kalma_suresi;firin_cikis_sicakligi;kutuk_desarj_sicakligi;tavlama_ortalama_sicaklik;tavlama_min_sicaklik;tavlama_max_sicaklik;dr10_kutuk_sicakligi;ortalama_descaler_basinci;min_descaler_basinci;max_descaler_basinci;max_meerdrive_giris_sicakligi;min_ meerdrive_giris_sicakligi;ortam_hava_sicakligi1;ortam_hava_sicakligi2;ortam_hava_sicakligi3;unit_agirlik;haddeleme_suresi;haddeleme_hizi
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12206;2136;97;4;1215;1230,5;1216,5;1214,5;1218;1122,2;236,2;2351,9;2369,2;944,8;810,2;39;25,9;27,5;177;84,2;110,2
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12144;2136;96;3;1215;1230,5;1216,4;1214,5;1218;1116,8;236,2;2350,7;2371,5;948;936,9;39,1;25,9;27;177;84,4;110,2
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12217;2136;97;4;1215;1226,6;1216,4;1214,5;1218;1117,8;236,2;2356,5;2369,2;947;937,6;39,3;26;26,6;177;84,7;110,2
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12126;2136;95,8;4;1214;1227,3;1216,3;1214;1218;1125,6;236,2;2356,5;2366,9;948,3;934,3;39,3;26,2;26,4;177;84,9;110,2
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12165;2136;97;4;1214,5;1230,5;1216,3;1214;1218;1115,8;235,8;2350,7;2362,3;945,1;935;39,1;26,2;26,2;177;84,6;110,2
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12195;2136;97;4;1214;1228,9;1216,3;1214;1218;1125,6;236,1;2355,3;2365,7;944,5;932,7;39;26;26,4;177;84,2;110,2
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12205;2136;97;4;1214;1230,5;1216,2;1214;1218;1116,8;235,8;2348,4;2366,9;943,9;934;39,1;25,9;26,7;177;84,6;110,2
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12237;2136;97;4;1213,5;1226,6;1216,2;1213;1218;1115,3;236,1;2357,6;2366,9;945,1;934,3;39;26;26,7;177;84,8;110,2
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12179;2136;97,6;4;1213,5;1229,4;1216,1;1213;1218;1114,8;236,3;2351,9;2369,2;943,2;933,7;38,9;25,9;26;177;85,2;110,2
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;11977;2136;97;4,2;1213,5;1228,8;1216;1213;1218;1110,4;236,4;2355,3;2372,7;943,5;825,8;37,2;25,8;25,4;177;85,1;110,2
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12217;2136;97,6;4;1213;1231,1;1216;1213;1218;1114,8;236,3;2356,5;2371,5;943,5;935;32,7;24,7;25;177;84,8;110,2
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12211;2136;121;4;1206,5;1236,3;1214,8;1206,5;1218;1142,4;237,2;2365,7;2380,8;915,9;894,2;25,5;15,3;19,3;177;103,3;901,9
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12206;2136;122,1;3;1205,5;1234,8;1214,6;1205;1218;1142,4;236,1;2350,7;2366,9;924,1;901,5;30,9;18,4;21,1;177;99;971,1
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12190;2136;123;3,2;1208;1233,5;1214,4;1205;1218;1137;236,2;2354,2;2366,9;928,9;917,8;32,9;20,8;22,1;177;97,7;100
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12190;2136;124;4;1208;1234,2;1214,3;1205;1218;1138,9;236,1;2351,9;2368,1;936,5;928;33,2;21,7;22,8;177;95,1;100
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12151;2136;122,5;4,3;1207;1234,2;1214,1;1205;1218;1138,9;235,9;2350,7;2373,8;938,8;929,5;32,6;21,7;23,1;177;95,1;102,1
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12195;2136;123;4;1205;1238,4;1214;1205;1218;1140,4;236,3;2350,7;2373,8;936,9;929,2;32,3;21,3;23,4;177;95,1;104,1
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12224;2136;124;4;1205;1236,9;1213,9;1205;1218;1142,4;236,1;2355,3;2368,1;942,3;935,3;31,9;20,7;23,4;177;95,1;105,1
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12158;2136;124;4;1204;1236,1;1213,7;1204,5;1218;1144,3;236,2;2349,5;2375,1;942;934,3;30,8;20,1;23,1;177;95,1;107,1
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12184;2136;125;4;1204;1235,4;1213,5;1204;1217,5;1136,5;235,5;2344,9;2362,3;943,9;938,1;27,2;19;23;177;95,1;109
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12240;2136;124;4,4;1203;1231,5;1213,2;1203;1217,5;1134,5;235,5;2342,6;2371,5;942,9;935,3;25,2;18,1;22,9;177;86,4;109,5
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12240;2136;125;0;1206,5;1228,8;1213,1;1203;1217,5;1132,5;235,6;2343,8;2366,9;936,6;910,4;33,2;20,4;24,9;177;88,2;117,4
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12146;2136;225;4;1210;1228,8;1210,2;1195,5;1217,5;1142,9;237,3;2365,7;2379,6;916,2;894,5;23,5;15,3;15,9;177;113,9;909,7
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12161;2136;227;4;1211,5;1224,6;1210,1;1195,5;1217,5;1136,5;235,8;2349,5;2365,7;917,4;888,2;28;16,9;17,9;177;102,3;921
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12190;2136;227;3,3;1211;1224,6;1210,1;1195,5;1217,5;1134;235,7;2348,4;2369,2;918,1;903,8;24,9;17,7;19,3;177;102,1;921
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12168;2136;231;4;1213;1229,4;1210,1;1195,5;1217,5;1135;235,7;2349,5;2365,7;924,8;908,2;29,7;17,4;20;177;99,3;940
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12140;2136;231,1;4;1215,5;1235,7;1210,1;1195,5;1217,5;1137;235,9;2348,4;2366,9;923,8;903,1;30,3;18,8;21,1;177;98,8;950,6
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12203;2136;231,3;4;1218,5;1231,5;1210,1;1195,5;1218,5;1134;235,8;2350,7;2363,4;926,4;908,9;26,4;18,4;21,5;177;98,1;950,6
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12150;2136;234,2;4;1221,5;1234,6;1210,3;1195,5;1221,5;1135;235,9;2346,1;2365,7;932,1;910,4;23,3;16;20;177;96,3;960,5
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12201;2136;237;4,9;1225,5;1235,1;1210,4;1195,5;1225,5;1141,9;235,8;2350,7;2365,7;934;913,6;24,1;16,1;20;177;95,9;970,4
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12158;2136;238,7;4;1223,5;1234,6;1210,6;1195,5;1225,5;1137;235,7;2351,9;2362,3;934,3;826,1;24,1;16,4;19,8;177;95,5;970,4
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12185;2136;241;4;1217,5;1233,5;1210,7;1195,5;1225,5;1133;236,2;2355,3;2372,7;938,8;916,5;23,8;16,3;20;177;94,5;980,3
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12189;2136;243;4;1210;1233,5;1210,7;1195,5;1225,5;1135,5;236,3;2357,6;2372,7;937,2;920,6;29,8;17,8;20,6;177;94;990,2
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12182;2136;245;4;1205,5;1232;1210,6;1195,5;1225,5;1134,5;236,2;2351,9;2373,8;939,7;924,1;32;20,1;21,8;177;94,4;100
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12213;2136;244;4;1201,5;1231,5;1210,5;1195,5;1225,5;1132,5;236,1;2343,8;2375,1;936,5;924,5;33,2;21,3;22,6;177;92,9;100
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12180;2136;245;4;1198,5;1229,4;1210,4;1195,5;1225,5;1135;236,1;2349,5;2372,7;935,6;925,4;34,1;21,8;23,4;177;93,7;100
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12180;2136;244,5;4;1195,5;1228,2;1210,3;1195,5;1225,5;1133;235,9;2346,1;2369,2;933,4;922,2;34,7;22,3;23,9;177;94;101,1
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12176;2136;246;4,8;1192;1230,3;1210,1;1193;1225,5;1134,5;235,8;2350,7;2366,9;936,5;897,7;34,8;22,5;24;177;92,2;102,1
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12199;2136;246;4;1191,5;1229,4;1209,9;1191,5;1225,5;1137;236,1;2351,9;2368,1;938,8;927,3;34,9;22,3;24,5;177;92,2;102,1
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12196;2136;246;3,7;1190;1230;1209,7;1190;1225,5;1132,5;235,8;2348,4;2363,4;936,5;927,6;34,9;22,1;24,8;177;93;103
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12196;2136;246;4,8;1189;1228,8;1209,6;1188,5;1225,5;1131,5;236,1;2351,9;2369,2;935;926,4;34,8;22;25,1;177;91,6;103
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12174;2136;246;4;1188,5;1230,9;1209,4;1188,5;1225,5;1132;235,8;2348,4;2366,9;936,5;927,6;34,3;21,8;25,1;177;92,4;103
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12198;2136;246;4;1187,5;1230;1209,2;1187,5;1225,5;1131,5;235,7;2350,7;2363,4;939,7;928,6;33,7;21,3;24,9;177;91,9;104,2
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12195;2136;246;4;1187;1230;1209;1187;1225,5;1129,6;236;2351,9;2363,4;937,6;929,2;33,9;20,8;24,7;177;91,1;104,2
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12223;2136;247;4,4;1187;1231,5;1208,8;1187;1225,5;1124,2;235,6;2349,5;2360;936,9;930,8;34,3;21,2;24,8;177;91,1;105
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12184;2136;246;4;1187;1231,5;1208,6;1186,5;1225,5;1127,1;235,9;2355,3;2363,4;937,2;930,2;34,4;21,6;25;177;90,5;105
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12184;2136;247;4;1185,5;1231,5;1208,5;1185,5;1225,5;1120,2;235,6;2349,5;2361,1;939,7;929,2;33,9;21,5;24,9;177;90,7;105
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12164;2136;247;4;1185,5;1233,5;1208,2;1185,5;1225,5;1121,7;235,6;2350,7;2368,1;937,6;921,6;33,3;21,1;25,2;177;89,8;106
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12182;2136;247;3;1185,5;1230,9;1208,1;1185,5;1225,5;1124,2;235,9;2349,5;2369,2;942,3;930,8;32,9;20,7;25,2;177;88,5;106
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12201;2136;247;4,5;1185;1228,5;1207,9;1185;1225,5;1124,7;235,8;2346,1;2371,5;940,4;931,8;32,7;20,5;25,2;177;88,2;106
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12205;2136;247;4,1;1182,5;1233,5;1207,6;1182,5;1225,5;1122,2;235,7;2344,9;2363,4;942,3;932,1;32,2;20,1;24,9;177;88,7;106
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12146;2136;247;4;1180,5;1232,6;1207,5;1181;1225,5;1127,1;235,4;2344,9;2361,1;942;916,2;31,6;19,6;24,2;177;88,9;107,1
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12197;2136;248;3,5;1179;1234,2;1207,2;1179;1225,5;1127,6;235,9;2350,7;2366,9;943,5;931,1;31;19,3;23,9;177;88,4;107,1
2127916;KRD100153158;6,4;0,4;113;296,3;248,8;6;0,05;0,43;0,1;0,03;0,01;0,01;0,03;0,05;0,08;0;0;0;0,04;0;0;0;0;0;0;0;0;0;99,09;0;0;0,14;12118;2136;247;3;1176,5;1234,2;1206,9;1176,5;1225,5;1124,7;235,2;2338;2361,1;939,7;896,1;30,5;19,1;24,2;177;88,2;108,1
2210001;KRD100153423;6,2;0,4;113;296,3;248,8;6;0,07;0,41;0,12;0,01;0,01;0,01;0,04;0,04;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,92;0;0;0,15;12169;2136;248;4;1176,5;1234,8;1206,7;1176,5;1225,5;1122,7;235,2;2338;2362,3;941,6;933,4;30,3;19;24,5;177;87;108,1
2210001;KRD100153423;6,2;0,4;113;296,3;248,8;6;0,07;0,41;0,12;0,01;0,01;0,01;0,04;0,04;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,92;0;0;0,15;12179;2136;248;4;1175,5;1231,5;1206,4;1175,5;1225,5;1125,6;235,2;2342,6;2361,1;943,2;932,7;30,1;19;24,4;177;87;109
2210001;KRD100153423;6,2;0,4;113;296,3;248,8;6;0,07;0,41;0,12;0,01;0,01;0,01;0,04;0,04;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,92;0;0;0,15;12194;2136;246;3,2;1174,5;1224,6;1206,2;1175;1225,5;1132;235,3;2348,4;2357,6;945,1;934;29,5;19,1;24,6;177;86,4;109
2210001;KRD100153423;6,2;0,4;113;296,3;248,8;6;0,07;0,41;0,12;0,01;0,01;0,01;0,04;0,04;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,92;0;0;0,15;12176;2136;247;4;1174,5;1230,5;1205,8;1174,5;1225,5;1127,6;235;2346,1;2355,3;943,5;933,7;29,1;19;24,9;177;87;110,1
2210001;KRD100153423;6,2;0,4;113;296,3;248,8;6;0,07;0,41;0,12;0,01;0,01;0,01;0,04;0,04;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,92;0;0;0,15;12161;2136;246;3;1174,5;1232;1205,5;1174,5;1225,5;1125,6;234,9;2342,6;2357,6;943,2;934;29;19;2,5;177;86,5;110,1
2210001;KRD100153423;6,2;0,4;113;296,3;248,8;6;0,07;0,41;0,12;0,01;0,01;0,01;0,04;0,04;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,92;0;0;0,15;12151;2136;246;3,4;1175,5;1223,1;1205,3;1174,5;1225,5;1125,1;235,2;2340,3;2357,6;943,5;916,2;29,2;19;25;177;86,7;110,1
2210001;KRD100153423;6,2;0,4;113;296,3;248,8;6;0,07;0,41;0,12;0,01;0,01;0,01;0,04;0,04;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,92;0;0;0,15;12266;2136;246;4;1175;1226,6;1205;1174,5;1225,5;1125,1;235,2;2344,9;2361,1;942,3;933,7;29;18,9;25;177;86,6;110,1
2210001;KRD100153423;6,2;0,4;113;296,3;248,8;6;0,07;0,41;0,12;0,01;0,01;0,01;0,04;0,04;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,92;0;0;0,15;12181;2136;245,9;4;1175,5;1231,1;1204,8;1174,5;1225,5;1125,1;235,4;2344,9;2357,6;944,5;934,3;28,9;18,8;24,8;177;86,6;110,1
2210001;KRD100153423;6,2;0,4;113;296,3;248,8;6;0,07;0,41;0,12;0,01;0,01;0,01;0,04;0,04;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,92;0;0;0,15;12197;2136;247;4;1184;1224,6;1204,6;1174,5;1225,5;1121,7;235,6;2346,1;2368,1;945,1;935,9;28,8;18,9;24,2;177;87,3;110,1
2210001;KRD100153423;6,2;0,4;113;296,3;248,8;6;0,07;0,41;0,12;0,01;0,01;0,01;0,04;0,04;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,92;0;0;0,15;12197;2136;246;4,6;1185;1225,7;1204,4;1174,5;1225,5;1127,1;235,5;2348,4;2363,4;945,1;935;28,7;18,8;23,7;177;87,3;110,1
2210001;KRD100153423;6,2;0,4;113;296,3;248,8;6;0,07;0,41;0,12;0,01;0,01;0,01;0,04;0,04;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,92;0;0;0,15;12185;2136;247,2;4,2;1185;1224,6;1204,1;1174,5;1225,5;1129,6;235,5;2349,5;2363,4;947;933,4;28,9;18,8;23,6;177;87,3;110,1
2210001;KRD100153423;6,2;0,4;113;296,3;248,8;6;0,07;0,41;0,12;0,01;0,01;0,01;0,04;0,04;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,92;0;0;0,15;12167;2136;246;4;1186;1226,6;1204;1174,5;1225,5;1129,6;235,6;2346,1;2363,4;944,5;934;29;18,8;23,7;177;86,6;110,1
2210001;KRD100153423;6,2;0,4;113;296,3;248,8;6;0,07;0,41;0,12;0,01;0,01;0,01;0,04;0,04;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,92;0;0;0,15;12125;2136;247;4;1187;1223,6;1203,8;1174,5;1225,5;1127,6;235,7;2349,5;2368,1;942,9;924,5;29;18,8;23,7;177;87;110,1
2210001;KRD100153423;6,2;0,4;113;296,3;248,8;6;0,07;0,41;0,12;0,01;0,01;0,01;0,04;0,04;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,92;0;0;0,15;12125;2136;245,9;3;1188;1227,3;1203,6;1174,5;1225,5;1125,1;235,5;2343,8;2366,9;943,5;860,5;28,9;18,8;23,6;177;86,4;110,1
2210001;KRD100153423;6,2;0,4;113;296,3;248,8;6;0,07;0,41;0,12;0,01;0,01;0,01;0,04;0,04;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,92;0;0;0,15;12202;2136;247;4;1187;1226,3;1203,5;1174,5;1225,5;1129,6;235,5;2342,6;2365,7;943,2;935;28,9;18,8;23,5;177;86,3;110,1
2210001;KRD100153423;6,2;0,4;113;296,3;248,8;6;0,07;0,41;0,12;0,01;0,01;0,01;0,04;0,04;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,92;0;0;0,15;12145;2136;246;3;1189;1226,3;1203,3;1174,5;1225,5;1127,1;235,3;2343,8;2362,3;946,1;934;29,2;18,9;23,4;177;86,3;110,1
2210001;KRD100153423;6,2;0,4;113;296,3;248,8;6;0,07;0,41;0,12;0,01;0,01;0,01;0,04;0,04;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,92;0;0;0,15;12155;2136;246,3;4;1188;1225,7;1203,2;1174,5;1225,5;1124,7;234,9;2333,3;2355,3;946,1;934;29,7;19;23,8;177;86,3;110,1
2210001;KRD100153423;6,2;0,4;113;296,3;248,8;6;0,07;0,41;0,12;0,01;0,01;0,01;0,04;0,04;0,06;0;0;0;0,02;0;0;0;0;0;0;0;0;0;98,92;0;0;0,15;12159;2136;247;4;1188;1225,7;1203;1174,5;1225,5;1132;235,5;2344,9;2361,1;946,4;934;29,8;19;24;177;86,3;110,1
